x,y,value
simple_pages_us-east-1,21-06-2023T06:00,0.84
simple_pages_us-east-1,21-06-2023T12:00,0.86
simple_pages_us-east-1,21-06-2023T18:00,0.86
simple_pages_us-east-1,22-06-2023T12:00,0.84
simple_pages_us-east-1,22-06-2023T06:00,0.86
simple_pages_us-east-1,22-06-2023T18:00,0.86
simple_vercel_ap-southeast-1,21-06-2023T06:00,0.85
simple_vercel_ap-southeast-1,21-06-2023T12:00,0.86
simple_vercel_ap-southeast-1,21-06-2023T18:00,0.7
simple_vercel_ap-southeast-1,22-06-2023T12:00,0.86
simple_vercel_ap-southeast-1,22-06-2023T06:00,0.86
simple_vercel_ap-southeast-1,22-06-2023T18:00,0.82
simple_vercel_eu-west-1,21-06-2023T06:00,0.86
simple_vercel_eu-west-1,21-06-2023T12:00,0.86
simple_vercel_eu-west-1,21-06-2023T18:00,0.84
simple_vercel_eu-west-1,22-06-2023T12:00,0.86
simple_vercel_eu-west-1,22-06-2023T06:00,0.69
simple_vercel_eu-west-1,22-06-2023T18:00,0.84
simple_vercel_us-east-1,20-06-2023T18:00,0.85
simple_vercel_us-east-1,21-06-2023T06:00,0.86
simple_vercel_us-east-1,21-06-2023T12:00,0.86
simple_vercel_us-east-1,21-06-2023T18:00,0.86
simple_vercel_us-east-1,22-06-2023T12:00,0.86
simple_vercel_us-east-1,22-06-2023T06:00,0.86
simple_vercel_us-east-1,22-06-2023T18:00,0.86
heavy_vercel_ap-southeast-1,15-06-2023T06:00,0.6219806914331788
heavy_vercel_ap-southeast-1,15-06-2023T12:00,0.5681604625855187
heavy_vercel_ap-southeast-1,15-06-2023T18:00,0.17557831206028124
heavy_vercel_ap-southeast-1,15-06-2023T24:00,0.295238127902476
heavy_vercel_us-east-1,15-06-2023T06:00,0.21245748867050213
heavy_vercel_us-east-1,15-06-2023T12:00,0.31814156238615054
heavy_vercel_us-east-1,15-06-2023T18:00,0.8266606895824167
heavy_vercel_us-east-1,15-06-2023T24:00,0.5764962917589154
heavy_vercel_eu-west-1,15-06-2023T06:00,0.5303061160920028
heavy_vercel_eu-west-1,15-06-2023T12:00,0.43786704722956105
heavy_vercel_eu-west-1,15-06-2023T18:00,0.5273568219263057
heavy_vercel_eu-west-1,15-06-2023T24:00,0.49438987968709414
heavy_pages_ap-southeast-1,15-06-2023T06:00,0.1780962067951801
heavy_pages_ap-southeast-1,15-06-2023T12:00,0.5183620905397148
heavy_pages_ap-southeast-1,15-06-2023T18:00,0.18903333797133015
heavy_pages_ap-southeast-1,15-06-2023T24:00,0.38836970046857283
heavy_pages_us-east-1,15-06-2023T06:00,0.8421082876538825
heavy_pages_us-east-1,15-06-2023T12:00,0.5290492654312673
heavy_pages_us-east-1,15-06-2023T18:00,0.5027429923784891
heavy_pages_us-east-1,15-06-2023T24:00,0.4194056907162439
heavy_pages_eu-west-1,15-06-2023T06:00,0.7596401405681565
heavy_pages_eu-west-1,15-06-2023T12:00,0.6581716324313359
heavy_pages_eu-west-1,15-06-2023T18:00,0.7774826365317832
heavy_pages_eu-west-1,15-06-2023T24:00,0.2878741277720284
simple_vercel_ap-southeast-1,15-06-2023T06:00,0.7392378161736154
simple_vercel_ap-southeast-1,15-06-2023T12:00,0.2902474589520121
simple_vercel_ap-southeast-1,15-06-2023T18:00,0.3641576862373157
simple_vercel_ap-southeast-1,15-06-2023T24:00,0.18180610544167375
simple_vercel_us-east-1,15-06-2023T06:00,0.24510669768677798
simple_vercel_us-east-1,15-06-2023T12:00,0.7471783094709675
simple_vercel_us-east-1,15-06-2023T18:00,0.3913716685741142
simple_vercel_us-east-1,15-06-2023T24:00,0.33584345717992625
simple_vercel_eu-west-1,15-06-2023T06:00,0.5451491350802544
simple_vercel_eu-west-1,15-06-2023T12:00,0.6939238576070992
simple_vercel_eu-west-1,15-06-2023T18:00,0.4479691369608083
simple_vercel_eu-west-1,15-06-2023T24:00,0.8385578638145857
simple_pages_ap-southeast-1,15-06-2023T06:00,0.17615312173797518
simple_pages_ap-southeast-1,15-06-2023T12:00,0.3463572965070095
simple_pages_ap-southeast-1,15-06-2023T18:00,0.7743654991717478
simple_pages_ap-southeast-1,15-06-2023T24:00,0.6458722755951551
simple_pages_us-east-1,15-06-2023T06:00,0.1972516337572663
simple_pages_us-east-1,15-06-2023T12:00,0.2811961621157097
simple_pages_us-east-1,15-06-2023T18:00,0.7223821075452984
simple_pages_us-east-1,15-06-2023T24:00,0.5766097918299992
simple_pages_eu-west-1,15-06-2023T06:00,0.49740401594116745
simple_pages_eu-west-1,15-06-2023T12:00,0.8553349328677073
simple_pages_eu-west-1,15-06-2023T18:00,0.6248426798028395
simple_pages_eu-west-1,15-06-2023T24:00,0.3888201583883599
heavy_vercel_ap-southeast-1,16-06-2023T06:00,0.6413973073164233
heavy_vercel_ap-southeast-1,16-06-2023T12:00,0.8102547072712959
heavy_vercel_ap-southeast-1,16-06-2023T18:00,0.248063972525794
heavy_vercel_ap-southeast-1,16-06-2023T24:00,0.618895550999855
heavy_vercel_us-east-1,16-06-2023T06:00,0.3130804135265072
heavy_vercel_us-east-1,16-06-2023T12:00,0.7830324884705673
heavy_vercel_us-east-1,16-06-2023T18:00,0.41663166967544485
heavy_vercel_us-east-1,16-06-2023T24:00,0.2607245687708481
heavy_vercel_eu-west-1,16-06-2023T06:00,0.37087416915660615
heavy_vercel_eu-west-1,16-06-2023T12:00,0.25004622698130086
heavy_vercel_eu-west-1,16-06-2023T18:00,0.8392333017631605
heavy_vercel_eu-west-1,16-06-2023T24:00,0.47856383924598367
heavy_pages_ap-southeast-1,16-06-2023T06:00,0.4131529748423196
heavy_pages_ap-southeast-1,16-06-2023T12:00,0.1903305620838347
heavy_pages_ap-southeast-1,16-06-2023T18:00,0.4121005668603517
heavy_pages_ap-southeast-1,16-06-2023T24:00,0.4421087755444181
heavy_pages_us-east-1,16-06-2023T06:00,0.18441324637588663
heavy_pages_us-east-1,16-06-2023T12:00,0.45215784545146054
heavy_pages_us-east-1,16-06-2023T18:00,0.2273049015275181
heavy_pages_us-east-1,16-06-2023T24:00,0.1853963990761398
heavy_pages_eu-west-1,16-06-2023T06:00,0.2769630600841246
heavy_pages_eu-west-1,16-06-2023T12:00,0.2907769458054673
heavy_pages_eu-west-1,16-06-2023T18:00,0.18150091023650186
heavy_pages_eu-west-1,16-06-2023T24:00,0.3028286286725004
simple_vercel_ap-southeast-1,16-06-2023T06:00,0.700051743233294
simple_vercel_ap-southeast-1,16-06-2023T12:00,0.8404180295184737
simple_vercel_ap-southeast-1,16-06-2023T18:00,0.5721551835664089
simple_vercel_ap-southeast-1,16-06-2023T24:00,0.39281209017157837
simple_vercel_us-east-1,16-06-2023T06:00,0.36748326459291586
simple_vercel_us-east-1,16-06-2023T12:00,0.7979278155393832
simple_vercel_us-east-1,16-06-2023T18:00,0.8311822796153161
simple_vercel_us-east-1,16-06-2023T24:00,0.7352347784478678
simple_vercel_eu-west-1,16-06-2023T06:00,0.23307136873444928
simple_vercel_eu-west-1,16-06-2023T12:00,0.25027684206512113
simple_vercel_eu-west-1,16-06-2023T18:00,0.48212672406763557
simple_vercel_eu-west-1,16-06-2023T24:00,0.7035340165294792
simple_pages_ap-southeast-1,16-06-2023T06:00,0.26598378295845226
simple_pages_ap-southeast-1,16-06-2023T12:00,0.8207213197078571
simple_pages_ap-southeast-1,16-06-2023T18:00,0.4405416925726413
simple_pages_ap-southeast-1,16-06-2023T24:00,0.41361768695900736
simple_pages_us-east-1,16-06-2023T06:00,0.8133807613260227
simple_pages_us-east-1,16-06-2023T12:00,0.7098105212078623
simple_pages_us-east-1,16-06-2023T18:00,0.38876261686880287
simple_pages_us-east-1,16-06-2023T24:00,0.5323504007859731
simple_pages_eu-west-1,16-06-2023T06:00,0.34161026488731455
simple_pages_eu-west-1,16-06-2023T12:00,0.30010475661463365
simple_pages_eu-west-1,16-06-2023T18:00,0.4975270042144472
simple_pages_eu-west-1,16-06-2023T24:00,0.36119327367014886
heavy_vercel_ap-southeast-1,17-06-2023T06:00,0.19110019658398286
heavy_vercel_ap-southeast-1,17-06-2023T12:00,0.4147790392914934
heavy_vercel_ap-southeast-1,17-06-2023T18:00,0.7929584698784075
heavy_vercel_ap-southeast-1,17-06-2023T24:00,0.8548840006840038
heavy_vercel_us-east-1,17-06-2023T06:00,0.6148123744038448
heavy_vercel_us-east-1,17-06-2023T12:00,0.2877464538489008
heavy_vercel_us-east-1,17-06-2023T18:00,0.17525623641256186
heavy_vercel_us-east-1,17-06-2023T24:00,0.375920362286963
heavy_vercel_eu-west-1,17-06-2023T06:00,0.49064618599237464
heavy_vercel_eu-west-1,17-06-2023T12:00,0.8222413559444519
heavy_vercel_eu-west-1,17-06-2023T18:00,0.6401507713695077
heavy_vercel_eu-west-1,17-06-2023T24:00,0.5039159260622278
heavy_pages_ap-southeast-1,17-06-2023T06:00,0.5839895344333871
heavy_pages_ap-southeast-1,17-06-2023T12:00,0.5382033678235343
heavy_pages_ap-southeast-1,17-06-2023T18:00,0.49128022976602015
heavy_pages_ap-southeast-1,17-06-2023T24:00,0.4252141455914643
heavy_pages_us-east-1,17-06-2023T06:00,0.18207277401243166
heavy_pages_us-east-1,17-06-2023T12:00,0.4165471107464316
heavy_pages_us-east-1,17-06-2023T18:00,0.16760275578185801
heavy_pages_us-east-1,17-06-2023T24:00,0.23386469676185373
heavy_pages_eu-west-1,17-06-2023T06:00,0.19756403398203243
heavy_pages_eu-west-1,17-06-2023T12:00,0.3833247273389864
heavy_pages_eu-west-1,17-06-2023T18:00,0.4048693412969638
heavy_pages_eu-west-1,17-06-2023T24:00,0.3080732523914034
simple_vercel_ap-southeast-1,17-06-2023T06:00,0.7102991147536861
simple_vercel_ap-southeast-1,17-06-2023T12:00,0.5592449878611302
simple_vercel_ap-southeast-1,17-06-2023T18:00,0.17243431114860172
simple_vercel_ap-southeast-1,17-06-2023T24:00,0.2483162498156224
simple_vercel_us-east-1,17-06-2023T06:00,0.49419351097171205
simple_vercel_us-east-1,17-06-2023T12:00,0.4828973414146158
simple_vercel_us-east-1,17-06-2023T18:00,0.4840643662745773
simple_vercel_us-east-1,17-06-2023T24:00,0.3193290163078476
simple_vercel_eu-west-1,17-06-2023T06:00,0.8375267923726903
simple_vercel_eu-west-1,17-06-2023T12:00,0.8408024510037467
simple_vercel_eu-west-1,17-06-2023T18:00,0.8442104160755093
simple_vercel_eu-west-1,17-06-2023T24:00,0.742367203924074
simple_pages_ap-southeast-1,17-06-2023T06:00,0.48448058626078716
simple_pages_ap-southeast-1,17-06-2023T12:00,0.7295737376251965
simple_pages_ap-southeast-1,17-06-2023T18:00,0.20895995860022087
simple_pages_ap-southeast-1,17-06-2023T24:00,0.16305161797464132
simple_pages_us-east-1,17-06-2023T06:00,0.4678428582775048
simple_pages_us-east-1,17-06-2023T12:00,0.721193062781571
simple_pages_us-east-1,17-06-2023T18:00,0.4748758488659973
simple_pages_us-east-1,17-06-2023T24:00,0.6851333051663999
simple_pages_eu-west-1,17-06-2023T06:00,0.17832441050374284
simple_pages_eu-west-1,17-06-2023T12:00,0.5355106232804722
simple_pages_eu-west-1,17-06-2023T18:00,0.6997158984870379
simple_pages_eu-west-1,17-06-2023T24:00,0.7979601660345741
heavy_vercel_ap-southeast-1,18-06-2023T06:00,0.2303202183917264
heavy_vercel_ap-southeast-1,18-06-2023T12:00,0.21330878760112523
heavy_vercel_ap-southeast-1,18-06-2023T18:00,0.7548567244641409
heavy_vercel_ap-southeast-1,18-06-2023T24:00,0.538418311667998
heavy_vercel_us-east-1,18-06-2023T06:00,0.7282999404927247
heavy_vercel_us-east-1,18-06-2023T12:00,0.3741644516601138
heavy_vercel_us-east-1,18-06-2023T18:00,0.7250470037918109
heavy_vercel_us-east-1,18-06-2023T24:00,0.6978688915560133
heavy_vercel_eu-west-1,18-06-2023T06:00,0.6982830817032007
heavy_vercel_eu-west-1,18-06-2023T12:00,0.2410278989661115
heavy_vercel_eu-west-1,18-06-2023T18:00,0.27975599093676035
heavy_vercel_eu-west-1,18-06-2023T24:00,0.8143721907112024
heavy_pages_ap-southeast-1,18-06-2023T06:00,0.31612273135147695
heavy_pages_ap-southeast-1,18-06-2023T12:00,0.3068631653080268
heavy_pages_ap-southeast-1,18-06-2023T18:00,0.5970528582655742
heavy_pages_ap-southeast-1,18-06-2023T24:00,0.4733883349125737
heavy_pages_us-east-1,18-06-2023T06:00,0.3977105251661429
heavy_pages_us-east-1,18-06-2023T12:00,0.6846862084134001
heavy_pages_us-east-1,18-06-2023T18:00,0.16637372059029001
heavy_pages_us-east-1,18-06-2023T24:00,0.19257690652330978
heavy_pages_eu-west-1,18-06-2023T06:00,0.7363744950382479
heavy_pages_eu-west-1,18-06-2023T12:00,0.35239414168503597
heavy_pages_eu-west-1,18-06-2023T18:00,0.18192253209562362
heavy_pages_eu-west-1,18-06-2023T24:00,0.5257577701494383
simple_vercel_ap-southeast-1,18-06-2023T06:00,0.21451097875341388
simple_vercel_ap-southeast-1,18-06-2023T12:00,0.2313674167857337
simple_vercel_ap-southeast-1,18-06-2023T18:00,0.3942913571027101
simple_vercel_ap-southeast-1,18-06-2023T24:00,0.6373088950933253
simple_vercel_us-east-1,18-06-2023T06:00,0.18968233366735396
simple_vercel_us-east-1,18-06-2023T12:00,0.7013454493419277
simple_vercel_us-east-1,18-06-2023T18:00,0.5995517356296554
simple_vercel_us-east-1,18-06-2023T24:00,0.2612855500604268
simple_vercel_eu-west-1,18-06-2023T06:00,0.7632504849752115
simple_vercel_eu-west-1,18-06-2023T12:00,0.821465909863115
simple_vercel_eu-west-1,18-06-2023T18:00,0.6416687858304203
simple_vercel_eu-west-1,18-06-2023T24:00,0.3259065416889033
simple_pages_ap-southeast-1,18-06-2023T06:00,0.3801437117655056
simple_pages_ap-southeast-1,18-06-2023T12:00,0.7389611606428675
simple_pages_ap-southeast-1,18-06-2023T18:00,0.25835585827446717
simple_pages_ap-southeast-1,18-06-2023T24:00,0.6430508801356571
simple_pages_us-east-1,18-06-2023T06:00,0.6912626030172369
simple_pages_us-east-1,18-06-2023T12:00,0.5560410974657679
simple_pages_us-east-1,18-06-2023T18:00,0.17570249059853693
simple_pages_us-east-1,18-06-2023T24:00,0.40276438501595957
simple_pages_eu-west-1,18-06-2023T06:00,0.4077912213355175
simple_pages_eu-west-1,18-06-2023T12:00,0.3879774572352382
simple_pages_eu-west-1,18-06-2023T18:00,0.6496260870490963
simple_pages_eu-west-1,18-06-2023T24:00,0.24210509959628984
heavy_vercel_ap-southeast-1,19-06-2023T06:00,0.6889630590029577
heavy_vercel_ap-southeast-1,19-06-2023T12:00,0.2044857958673667
heavy_vercel_ap-southeast-1,19-06-2023T18:00,0.6744528148472541
heavy_vercel_ap-southeast-1,19-06-2023T24:00,0.2489319044674883
heavy_vercel_us-east-1,19-06-2023T06:00,0.2020552496960845
heavy_vercel_us-east-1,19-06-2023T12:00,0.5092494249062957
heavy_vercel_us-east-1,19-06-2023T18:00,0.418964053027189
heavy_vercel_us-east-1,19-06-2023T24:00,0.5918690081561665
heavy_vercel_eu-west-1,19-06-2023T06:00,0.30457848990579617
heavy_vercel_eu-west-1,19-06-2023T12:00,0.5736506760891117
heavy_vercel_eu-west-1,19-06-2023T18:00,0.7130882107580528
heavy_vercel_eu-west-1,19-06-2023T24:00,0.5289776422278126
heavy_pages_ap-southeast-1,19-06-2023T06:00,0.48793417719609566
heavy_pages_ap-southeast-1,19-06-2023T12:00,0.43786705566145523
heavy_pages_ap-southeast-1,19-06-2023T18:00,0.2636344828597865
heavy_pages_ap-southeast-1,19-06-2023T24:00,0.33911307876046015
heavy_pages_us-east-1,19-06-2023T06:00,0.4174827980311081
heavy_pages_us-east-1,19-06-2023T12:00,0.6367275913462765
heavy_pages_us-east-1,19-06-2023T18:00,0.2612132505934095
heavy_pages_us-east-1,19-06-2023T24:00,0.344320622375761
heavy_pages_eu-west-1,19-06-2023T06:00,0.699163344674684
heavy_pages_eu-west-1,19-06-2023T12:00,0.5841059279786113
heavy_pages_eu-west-1,19-06-2023T18:00,0.5599004909921388
heavy_pages_eu-west-1,19-06-2023T24:00,0.2936884090813979
simple_vercel_ap-southeast-1,19-06-2023T06:00,0.39562363025562375
simple_vercel_ap-southeast-1,19-06-2023T12:00,0.18339893597082702
simple_vercel_ap-southeast-1,19-06-2023T18:00,0.6577238340517003
simple_vercel_ap-southeast-1,19-06-2023T24:00,0.8249146929137947
simple_vercel_us-east-1,19-06-2023T06:00,0.47805661145566725
simple_vercel_us-east-1,19-06-2023T12:00,0.34789321606098206
simple_vercel_us-east-1,19-06-2023T18:00,0.27347615361221683
simple_vercel_us-east-1,19-06-2023T24:00,0.35074311369338745
simple_vercel_eu-west-1,19-06-2023T06:00,0.27206158240815426
simple_vercel_eu-west-1,19-06-2023T12:00,0.17242380011142938
simple_vercel_eu-west-1,19-06-2023T18:00,0.33113451381714365
simple_vercel_eu-west-1,19-06-2023T24:00,0.8519417195700172
simple_pages_ap-southeast-1,19-06-2023T06:00,0.25306829175957823
simple_pages_ap-southeast-1,19-06-2023T12:00,0.27732586293832207
simple_pages_ap-southeast-1,19-06-2023T18:00,0.6838261343980842
simple_pages_ap-southeast-1,19-06-2023T24:00,0.4885232840856014
simple_pages_us-east-1,19-06-2023T06:00,0.6065903611033312
simple_pages_us-east-1,19-06-2023T12:00,0.6687479074621057
simple_pages_us-east-1,19-06-2023T18:00,0.28461318307011885
simple_pages_us-east-1,19-06-2023T24:00,0.8577196915530115
simple_pages_eu-west-1,19-06-2023T06:00,0.7701125999894821
simple_pages_eu-west-1,19-06-2023T12:00,0.6800112023874768
simple_pages_eu-west-1,19-06-2023T18:00,0.5182985780256578
simple_pages_eu-west-1,19-06-2023T24:00,0.4718935127942362
heavy_vercel_ap-southeast-1,20-06-2023T06:00,0.6922309901074771
heavy_vercel_ap-southeast-1,20-06-2023T12:00,0.8466535075783546
heavy_vercel_ap-southeast-1,20-06-2023T18:00,0.8424764639724271
heavy_vercel_ap-southeast-1,20-06-2023T24:00,0.23530580382281785
heavy_vercel_us-east-1,20-06-2023T06:00,0.5784615536392854
heavy_vercel_us-east-1,20-06-2023T12:00,0.25002631236969175
heavy_vercel_us-east-1,20-06-2023T24:00,0.20712371370223895
heavy_vercel_eu-west-1,20-06-2023T06:00,0.748022712617702
heavy_vercel_eu-west-1,20-06-2023T12:00,0.21430880605417957
heavy_vercel_eu-west-1,20-06-2023T18:00,0.6572378026335379
heavy_vercel_eu-west-1,20-06-2023T24:00,0.21816694380710955
heavy_pages_ap-southeast-1,20-06-2023T06:00,0.3603880070914496
heavy_pages_ap-southeast-1,20-06-2023T12:00,0.773195087298792
heavy_pages_ap-southeast-1,20-06-2023T18:00,0.5370951735859243
heavy_pages_ap-southeast-1,20-06-2023T24:00,0.20426774174012602
heavy_pages_us-east-1,20-06-2023T06:00,0.7549980349187639
heavy_pages_us-east-1,20-06-2023T12:00,0.7118949163131572
heavy_pages_us-east-1,20-06-2023T24:00,0.5774684367821834
heavy_pages_eu-west-1,20-06-2023T06:00,0.7048804272171765
heavy_pages_eu-west-1,20-06-2023T12:00,0.6366704512809881
heavy_pages_eu-west-1,20-06-2023T18:00,0.3510880831389387
heavy_pages_eu-west-1,20-06-2023T24:00,0.5083269461312214
simple_vercel_ap-southeast-1,20-06-2023T06:00,0.6308923354284202
simple_vercel_ap-southeast-1,20-06-2023T12:00,0.160830945636877
simple_vercel_ap-southeast-1,20-06-2023T18:00,0.1846952119361721
simple_vercel_ap-southeast-1,20-06-2023T24:00,0.7579202126870557
simple_vercel_us-east-1,20-06-2023T06:00,0.8514059436104829
simple_vercel_us-east-1,20-06-2023T12:00,0.6657536165093625
simple_vercel_us-east-1,20-06-2023T24:00,0.41235967239568416
simple_vercel_eu-west-1,20-06-2023T06:00,0.6167434531618149
simple_vercel_eu-west-1,20-06-2023T12:00,0.6959035557713902
simple_vercel_eu-west-1,20-06-2023T18:00,0.7346293663873734
simple_vercel_eu-west-1,20-06-2023T24:00,0.18887149748121057
simple_pages_ap-southeast-1,20-06-2023T06:00,0.4470762207708273
simple_pages_ap-southeast-1,20-06-2023T12:00,0.4982700169652706
simple_pages_ap-southeast-1,20-06-2023T18:00,0.6694190075583669
simple_pages_ap-southeast-1,20-06-2023T24:00,0.6843415647933965
simple_pages_us-east-1,20-06-2023T06:00,0.6507411814093997
simple_pages_us-east-1,20-06-2023T12:00,0.32471782120442705
simple_pages_us-east-1,20-06-2023T24:00,0.5370802281076773
simple_pages_eu-west-1,20-06-2023T06:00,0.38149880239692113
simple_pages_eu-west-1,20-06-2023T12:00,0.17838166809574252
simple_pages_eu-west-1,20-06-2023T18:00,0.28598331364276974
simple_pages_eu-west-1,20-06-2023T24:00,0.5105680753081618
heavy_vercel_ap-southeast-1,21-06-2023T24:00,0.6296540255697045
heavy_vercel_us-east-1,21-06-2023T24:00,0.7428692313322861
heavy_vercel_eu-west-1,21-06-2023T24:00,0.21381818995295676
heavy_pages_ap-southeast-1,21-06-2023T24:00,0.6748801488599943
heavy_pages_us-east-1,21-06-2023T24:00,0.6885475138001531
heavy_pages_eu-west-1,21-06-2023T24:00,0.8444751560708835
simple_vercel_ap-southeast-1,21-06-2023T24:00,0.3401323337923434
simple_vercel_us-east-1,21-06-2023T24:00,0.4573170385357045
simple_vercel_eu-west-1,21-06-2023T24:00,0.37615951882484133
simple_pages_ap-southeast-1,21-06-2023T24:00,0.7934425492599793
simple_pages_us-east-1,21-06-2023T24:00,0.8290589012713994
simple_pages_eu-west-1,21-06-2023T24:00,0.590696819984653
