x,y,value
heavy_vercel_eu-west-1,16-06-2023T18:00,1376.334483155445
heavy_vercel_eu-west-1,16-06-2023T24:00,1909.2683560176042
heavy_pages_ap-southeast-1,16-06-2023T06:00,1603.3961147159853
heavy_pages_ap-southeast-1,16-06-2023T12:00,1694.1549500206827
heavy_pages_ap-southeast-1,16-06-2023T18:00,1685.4973995241426
heavy_pages_ap-southeast-1,16-06-2023T24:00,1343.3317792120342
heavy_pages_us-east-1,16-06-2023T06:00,1912.206222861441
heavy_pages_us-east-1,16-06-2023T12:00,1416.8001380913315
heavy_pages_us-east-1,16-06-2023T18:00,1648.5694453733886
heavy_pages_us-east-1,16-06-2023T24:00,1989.92355301947
heavy_pages_eu-west-1,16-06-2023T06:00,1688.2071206557116
heavy_pages_eu-west-1,16-06-2023T12:00,1635.3725501128415
heavy_pages_eu-west-1,16-06-2023T18:00,1365.2099198542614
heavy_pages_eu-west-1,16-06-2023T24:00,1342.2742866329838
simple_vercel_ap-southeast-1,16-06-2023T06:00,1262.1238532911964
simple_vercel_ap-southeast-1,16-06-2023T12:00,1991.4975074244142
simple_vercel_ap-southeast-1,16-06-2023T18:00,1263.4467670561587
simple_vercel_ap-southeast-1,16-06-2023T24:00,1635.756992934684
simple_vercel_us-east-1,16-06-2023T06:00,1743.9422296960925
simple_vercel_us-east-1,16-06-2023T12:00,1966.625890289436
simple_vercel_us-east-1,16-06-2023T18:00,1561.7281485866247
simple_vercel_us-east-1,16-06-2023T24:00,1734.2953202610825
simple_vercel_eu-west-1,16-06-2023T06:00,1677.193407724842
simple_vercel_eu-west-1,16-06-2023T12:00,1705.3207511828991
simple_vercel_eu-west-1,16-06-2023T18:00,1325.6875247242206
simple_vercel_eu-west-1,16-06-2023T24:00,1411.8360387184543
simple_pages_ap-southeast-1,16-06-2023T06:00,2046.8323904711715
simple_pages_ap-southeast-1,16-06-2023T12:00,1292.2009383512948
simple_pages_ap-southeast-1,16-06-2023T18:00,1979.0252051151633
simple_pages_ap-southeast-1,16-06-2023T24:00,1570.0488645595099
simple_pages_us-east-1,16-06-2023T06:00,1463.278034169894
simple_pages_us-east-1,16-06-2023T12:00,1646.9815471193494
simple_pages_us-east-1,16-06-2023T18:00,1686.6661862813844
simple_pages_us-east-1,16-06-2023T24:00,1341.4416197149205
simple_pages_eu-west-1,16-06-2023T06:00,1441.225870918217
simple_pages_eu-west-1,16-06-2023T12:00,1994.0888015683402
simple_pages_eu-west-1,16-06-2023T18:00,1548.183813360608
simple_pages_eu-west-1,16-06-2023T24:00,2095.8259236103386
heavy_vercel_ap-southeast-1,17-06-2023T06:00,1790.994417791463
heavy_vercel_ap-southeast-1,17-06-2023T12:00,1257.484571908325
heavy_vercel_ap-southeast-1,17-06-2023T18:00,1642.4697015679653
heavy_vercel_ap-southeast-1,17-06-2023T24:00,1502.35056924518
heavy_vercel_us-east-1,17-06-2023T06:00,1445.5155470462894
heavy_vercel_us-east-1,17-06-2023T12:00,1777.9909045993468
heavy_vercel_us-east-1,17-06-2023T18:00,1575.4076817453379
heavy_vercel_us-east-1,17-06-2023T24:00,2082.725317269804
heavy_vercel_eu-west-1,17-06-2023T06:00,1943.3839525009455
heavy_vercel_eu-west-1,17-06-2023T12:00,1529.09871777513
heavy_vercel_eu-west-1,17-06-2023T18:00,1919.411183419024
heavy_vercel_eu-west-1,17-06-2023T24:00,1594.7901494266855
heavy_pages_ap-southeast-1,17-06-2023T06:00,1785.4918793669185
heavy_pages_ap-southeast-1,17-06-2023T12:00,1687.5067498825683
heavy_pages_ap-southeast-1,17-06-2023T18:00,1687.9436814439696
heavy_pages_ap-southeast-1,17-06-2023T24:00,1480.8014126899727
heavy_pages_us-east-1,17-06-2023T06:00,1265.8937553326227
heavy_pages_us-east-1,17-06-2023T12:00,1529.823641232377
heavy_pages_us-east-1,17-06-2023T18:00,1381.0393003387264
heavy_pages_us-east-1,17-06-2023T24:00,1814.6063589429702
heavy_pages_eu-west-1,17-06-2023T06:00,1790.908095868248
heavy_pages_eu-west-1,17-06-2023T12:00,2179.368205937461
heavy_pages_eu-west-1,17-06-2023T18:00,1962.2676712006491
heavy_pages_eu-west-1,17-06-2023T24:00,2006.4486326844435
simple_vercel_ap-southeast-1,17-06-2023T06:00,1880.7764740338603
simple_vercel_ap-southeast-1,17-06-2023T12:00,1355.6305099935003
simple_vercel_ap-southeast-1,17-06-2023T18:00,1735.5139736177448
simple_vercel_ap-southeast-1,17-06-2023T24:00,1530.3201030320217
simple_vercel_us-east-1,17-06-2023T06:00,1747.980659833341
simple_vercel_us-east-1,17-06-2023T12:00,1494.9095051594054
simple_vercel_us-east-1,17-06-2023T18:00,1362.1390588313284
simple_vercel_us-east-1,17-06-2023T24:00,1387.0981089739473
simple_vercel_eu-west-1,17-06-2023T06:00,1613.054452343854
simple_vercel_eu-west-1,17-06-2023T12:00,2144.960190862815
simple_vercel_eu-west-1,17-06-2023T18:00,1675.9331864378341
simple_vercel_eu-west-1,17-06-2023T24:00,2088.6116058866123
simple_pages_ap-southeast-1,17-06-2023T06:00,1615.169417999645
simple_pages_ap-southeast-1,17-06-2023T12:00,2029.5637721530884
simple_pages_ap-southeast-1,17-06-2023T18:00,2020.6243144460686
simple_pages_ap-southeast-1,17-06-2023T24:00,1545.0991761234886
simple_pages_us-east-1,17-06-2023T06:00,1908.1645843830638
simple_pages_us-east-1,17-06-2023T12:00,1922.7732969448964
simple_pages_us-east-1,17-06-2023T18:00,1721.604783537585
simple_pages_us-east-1,17-06-2023T24:00,1680.083126718915
simple_pages_eu-west-1,17-06-2023T06:00,2101.424545507999
simple_pages_eu-west-1,17-06-2023T12:00,1442.4370016972669
simple_pages_eu-west-1,17-06-2023T18:00,1268.240999698345
simple_pages_eu-west-1,17-06-2023T24:00,1897.165793656769
heavy_vercel_ap-southeast-1,18-06-2023T06:00,1925.9899064015972
heavy_vercel_ap-southeast-1,18-06-2023T12:00,1631.9829873993758
heavy_vercel_ap-southeast-1,18-06-2023T18:00,1555.6769391978967
heavy_vercel_ap-southeast-1,18-06-2023T24:00,1569.4583323033337
heavy_vercel_us-east-1,18-06-2023T06:00,2133.1620868467717
heavy_vercel_us-east-1,18-06-2023T12:00,1926.711910876993
heavy_vercel_us-east-1,18-06-2023T18:00,1439.111821781646
heavy_vercel_us-east-1,18-06-2023T24:00,1632.4157764349432
heavy_vercel_eu-west-1,18-06-2023T06:00,2054.097476074905
heavy_vercel_eu-west-1,18-06-2023T12:00,1546.0556856515689
heavy_vercel_eu-west-1,18-06-2023T18:00,2072.066381448226
heavy_vercel_eu-west-1,18-06-2023T24:00,1437.60403256906
heavy_pages_ap-southeast-1,18-06-2023T06:00,1823.6368488041192
heavy_pages_ap-southeast-1,18-06-2023T12:00,2066.99864843269
heavy_pages_ap-southeast-1,18-06-2023T18:00,1877.7145379349513
heavy_pages_ap-southeast-1,18-06-2023T24:00,1510.269675967226
heavy_pages_us-east-1,18-06-2023T06:00,2067.1501882715284
heavy_pages_us-east-1,18-06-2023T12:00,1370.7234482898257
heavy_pages_us-east-1,18-06-2023T18:00,1283.0940373268495
heavy_pages_us-east-1,18-06-2023T24:00,1495.9092134782722
heavy_pages_eu-west-1,18-06-2023T06:00,1513.0502400779792
heavy_pages_eu-west-1,18-06-2023T12:00,1943.2912698157688
heavy_pages_eu-west-1,18-06-2023T18:00,1950.4905479447953
heavy_pages_eu-west-1,18-06-2023T24:00,2175.489821946421
simple_vercel_ap-southeast-1,18-06-2023T06:00,1517.6568365695111
simple_vercel_ap-southeast-1,18-06-2023T12:00,1596.9293197484917
simple_vercel_ap-southeast-1,18-06-2023T18:00,1880.212934758059
simple_vercel_ap-southeast-1,18-06-2023T24:00,1254.6606617206564
simple_vercel_us-east-1,18-06-2023T06:00,1919.873746409617
simple_vercel_us-east-1,18-06-2023T12:00,1563.3687347620066
simple_vercel_us-east-1,18-06-2023T18:00,1917.0316100320374
simple_vercel_us-east-1,18-06-2023T24:00,1599.131350698274
simple_vercel_eu-west-1,18-06-2023T06:00,2003.3563969315285
simple_vercel_eu-west-1,18-06-2023T12:00,1952.848608953689
simple_vercel_eu-west-1,18-06-2023T18:00,1556.3634128499352
simple_vercel_eu-west-1,18-06-2023T24:00,1344.042397814566
simple_pages_ap-southeast-1,18-06-2023T06:00,1537.2558189176877
simple_pages_ap-southeast-1,18-06-2023T12:00,2069.382808902358
simple_pages_ap-southeast-1,18-06-2023T18:00,1880.3534370694367
simple_pages_ap-southeast-1,18-06-2023T24:00,2099.2600570374157
simple_pages_us-east-1,18-06-2023T06:00,1549.990793728827
simple_pages_us-east-1,18-06-2023T12:00,1256.162105989683
simple_pages_us-east-1,18-06-2023T18:00,2160.548549018082
simple_pages_us-east-1,18-06-2023T24:00,1296.160320483091
simple_pages_eu-west-1,18-06-2023T06:00,2135.964086977333
simple_pages_eu-west-1,18-06-2023T12:00,1570.2517020111388
simple_pages_eu-west-1,18-06-2023T18:00,1315.7353112946728
simple_pages_eu-west-1,18-06-2023T24:00,2044.1277867087924
heavy_vercel_ap-southeast-1,19-06-2023T06:00,1384.4070357124917
heavy_vercel_ap-southeast-1,19-06-2023T12:00,1587.4934321316748
heavy_vercel_ap-southeast-1,19-06-2023T18:00,1528.0234471128877
heavy_vercel_ap-southeast-1,19-06-2023T24:00,1523.0316238768214
heavy_vercel_us-east-1,19-06-2023T06:00,1731.662138388436
heavy_vercel_us-east-1,19-06-2023T12:00,1264.5198319839099
heavy_vercel_us-east-1,19-06-2023T18:00,1580.6939858819346
heavy_vercel_us-east-1,19-06-2023T24:00,2040.8974861319552
heavy_vercel_eu-west-1,19-06-2023T06:00,1997.696834568158
heavy_vercel_eu-west-1,19-06-2023T12:00,1270.9103138919784
heavy_vercel_eu-west-1,19-06-2023T18:00,1769.4280710571313
heavy_vercel_eu-west-1,19-06-2023T24:00,1474.4428570002146
heavy_pages_ap-southeast-1,19-06-2023T06:00,1348.1754441778614
heavy_pages_ap-southeast-1,19-06-2023T12:00,1276.0002483498997
heavy_pages_ap-southeast-1,19-06-2023T18:00,1373.529495565856
heavy_pages_ap-southeast-1,19-06-2023T24:00,1862.1925096658374
heavy_pages_us-east-1,19-06-2023T06:00,1939.1764895939268
heavy_pages_us-east-1,19-06-2023T12:00,1677.6602911248158
heavy_pages_us-east-1,19-06-2023T18:00,2037.093063319474
heavy_pages_us-east-1,19-06-2023T24:00,1340.7917107942706
heavy_pages_eu-west-1,19-06-2023T06:00,1522.7382740735418
heavy_pages_eu-west-1,19-06-2023T12:00,2161.99431714416
heavy_pages_eu-west-1,19-06-2023T18:00,1310.0271378185523
heavy_pages_eu-west-1,19-06-2023T24:00,1298.954995780474
simple_vercel_ap-southeast-1,19-06-2023T06:00,1485.7622953735133
simple_vercel_ap-southeast-1,19-06-2023T12:00,1282.634369183624
simple_vercel_ap-southeast-1,19-06-2023T18:00,1841.1154788379647
simple_vercel_ap-southeast-1,19-06-2023T24:00,1595.4111033755407
simple_vercel_us-east-1,19-06-2023T06:00,1922.5095486755063
simple_vercel_us-east-1,19-06-2023T12:00,1410.8764264420101
simple_vercel_us-east-1,19-06-2023T18:00,1571.6584265320091
simple_vercel_us-east-1,19-06-2023T24:00,1796.510059854849
simple_vercel_eu-west-1,19-06-2023T06:00,2112.9648482293733
simple_vercel_eu-west-1,19-06-2023T12:00,1825.0602685277338
simple_vercel_eu-west-1,19-06-2023T18:00,1569.2355003651628
simple_vercel_eu-west-1,19-06-2023T24:00,2045.756018072272
simple_pages_ap-southeast-1,19-06-2023T06:00,1542.6167826245428
simple_pages_ap-southeast-1,19-06-2023T12:00,1719.663322776502
simple_pages_ap-southeast-1,19-06-2023T18:00,2117.4735771583237
simple_pages_ap-southeast-1,19-06-2023T24:00,1725.0907614975717
simple_pages_us-east-1,19-06-2023T06:00,1619.6742778291127
simple_pages_us-east-1,19-06-2023T12:00,2164.3322310114263
simple_pages_us-east-1,19-06-2023T18:00,2110.5742015007127
simple_pages_us-east-1,19-06-2023T24:00,1317.3993649857953
simple_pages_eu-west-1,19-06-2023T06:00,1780.507022907388
simple_pages_eu-west-1,19-06-2023T12:00,1387.3846178732783
simple_pages_eu-west-1,19-06-2023T18:00,1521.5902533968033
simple_pages_eu-west-1,19-06-2023T24:00,1310.7662926168648
heavy_vercel_ap-southeast-1,20-06-2023T06:00,1762.8304086603648
heavy_vercel_ap-southeast-1,20-06-2023T12:00,1745.077883650596
heavy_vercel_ap-southeast-1,20-06-2023T18:00,1380.7805202630868
heavy_vercel_ap-southeast-1,20-06-2023T24:00,2105.6080867597375
heavy_vercel_us-east-1,20-06-2023T06:00,1329.0583680691284
heavy_vercel_us-east-1,20-06-2023T12:00,1486.64745500843
heavy_vercel_us-east-1,20-06-2023T24:00,1724.7021805188936
heavy_vercel_eu-west-1,20-06-2023T06:00,1959.3020511964896
heavy_vercel_eu-west-1,20-06-2023T12:00,1823.47790997514
heavy_vercel_eu-west-1,20-06-2023T18:00,1483.0115786649012
heavy_vercel_eu-west-1,20-06-2023T24:00,1442.416350004944
heavy_pages_ap-southeast-1,20-06-2023T06:00,1881.165155522789
heavy_pages_ap-southeast-1,20-06-2023T12:00,1889.8403842639295
heavy_pages_ap-southeast-1,20-06-2023T18:00,1627.8231039591697
heavy_pages_ap-southeast-1,20-06-2023T24:00,1536.0460001009517
heavy_pages_us-east-1,20-06-2023T06:00,2077.96433593619
heavy_pages_us-east-1,20-06-2023T12:00,1724.957110800842
heavy_pages_us-east-1,20-06-2023T24:00,1480.2003688916132
heavy_pages_eu-west-1,20-06-2023T06:00,1906.141824224611
heavy_pages_eu-west-1,20-06-2023T12:00,1477.0381366654256
heavy_pages_eu-west-1,20-06-2023T18:00,1828.1653073647713
heavy_pages_eu-west-1,20-06-2023T24:00,1434.5617108763633
simple_vercel_ap-southeast-1,20-06-2023T06:00,2036.113686587395
simple_vercel_ap-southeast-1,20-06-2023T12:00,1661.615495621738
simple_vercel_ap-southeast-1,20-06-2023T18:00,1675.3900459199863
simple_vercel_ap-southeast-1,20-06-2023T24:00,1579.6342927235148
simple_vercel_us-east-1,20-06-2023T06:00,1854.291718024319
simple_vercel_us-east-1,20-06-2023T12:00,1297.3151620978103
simple_vercel_us-east-1,20-06-2023T24:00,1592.8943753438198
simple_vercel_eu-west-1,20-06-2023T06:00,1538.8784608420342
simple_vercel_eu-west-1,20-06-2023T12:00,1751.677333205825
simple_vercel_eu-west-1,20-06-2023T18:00,1593.1698432740166
simple_vercel_eu-west-1,20-06-2023T24:00,1467.7092401620043
simple_pages_ap-southeast-1,20-06-2023T06:00,1597.145497846329
simple_pages_ap-southeast-1,20-06-2023T12:00,1540.8618231432174
simple_pages_ap-southeast-1,20-06-2023T18:00,1446.3310848287474
simple_pages_ap-southeast-1,20-06-2023T24:00,2039.9301771822752
simple_pages_us-east-1,20-06-2023T06:00,1417.1345065124985
simple_pages_us-east-1,20-06-2023T12:00,1876.53134506804
simple_pages_us-east-1,20-06-2023T24:00,1463.65929162767
simple_pages_eu-west-1,20-06-2023T06:00,1488.767184186876
simple_pages_eu-west-1,20-06-2023T12:00,1414.8187895656206
simple_pages_eu-west-1,20-06-2023T18:00,1368.452574012035
simple_pages_eu-west-1,20-06-2023T24:00,1896.6665994604632
heavy_vercel_ap-southeast-1,21-06-2023T24:00,1517.3191793515339
heavy_vercel_us-east-1,21-06-2023T24:00,1762.3534782809566
heavy_vercel_eu-west-1,21-06-2023T24:00,1950.2132903031252
heavy_pages_ap-southeast-1,21-06-2023T24:00,1769.3143903459286
heavy_pages_us-east-1,21-06-2023T24:00,1440.2500761789927
heavy_pages_eu-west-1,21-06-2023T24:00,2141.2475541930676
simple_vercel_ap-southeast-1,21-06-2023T24:00,1845.4372279414079
simple_vercel_us-east-1,21-06-2023T24:00,1550.3950034866227
simple_vercel_eu-west-1,21-06-2023T24:00,1823.4420224682294
simple_pages_ap-southeast-1,21-06-2023T24:00,2027.3717934573915
simple_pages_us-east-1,21-06-2023T24:00,1669.3629105774723
simple_pages_eu-west-1,21-06-2023T24:00,2152.7533447716837
